id,customer_id,name,age,income,gender,purchase_date,purchase_amount,coupon_used,discount_amount,payment_method,product_category,clv,churn_flag,segment,inserted_at
14573,02b5fd32-c208-4548-8dd7-f557acc55773,David Juarez,45,72217,0,2025-03-31 05:57:08.000000,21.39,true,1.32,Net Banking,Groceries,21.39,1,2,2025-04-20 03:00:00.000000
14574,c4f5ce9d-322b-48e0-badb-e5b386c6ae91,Jonathan Hull,26,23509,0,2025-04-01 02:21:13.000000,80.90,false,0.00,Credit Card,Groceries,80.90,1,1,2025-04-20 03:00:00.000000
14575,acac5f5d-7b0e-4664-9e84-b7b01b73c384,Jennifer Morgan,33,45037,1,2025-04-07 07:32:11.000000,85.08,false,0.00,Credit Card,Groceries,85.08,0,1,2025-04-20 03:00:00.000000
14576,a9036c97-77f1-481e-9e9d-11ed9770ec83,Phillip Sharp Jr.,21,47638,1,2025-03-21 08:41:41.000000,54.43,false,0.00,Cod,Electronics,54.43,1,1,2025-04-20 03:00:00.000000
14577,1eb93240-088e-4096-917a-4a4aa4301925,Jordan Shepherd,33,52347,0,2025-03-22 04:52:45.000000,31.86,true,3.01,Net Banking,Sports,31.86,1,1,2025-04-20 03:00:00.000000
14578,d2507ae2-64f9-4f96-b995-e84a3c0fbd49,Karen Bauer,45,59931,1,2025-03-27 12:57:57.000000,28.27,false,0.00,Net Banking,Groceries,28.27,1,2,2025-04-20 03:00:00.000000
14579,fa5f8482-8a27-4a81-9dea-6ce3df5cd662,Charles Douglas,40,36671,0,2025-04-12 17:18:19.000000,55.88,false,0.00,Credit Card,Sports,55.88,0,1,2025-04-20 03:00:00.000000
14580,af5b7a6a-e958-4050-8f7c-10b8506dd0bd,Anna Clayton,18,34970,1,2025-03-29 15:24:11.000000,25.59,true,7.85,Credit Card,Groceries,25.59,1,1,2025-04-20 03:00:00.000000
14581,7d7e5dd7-7179-44c1-978e-421f88c528a5,Richard Chen,45,68367,0,2025-03-30 19:08:20.000000,56.99,true,8.07,Credit Card,Home Decor,56.99,1,2,2025-04-20 03:00:00.000000
14582,ff951016-df68-498a-b2ec-0cb573ff1d0b,Mario Gilbert,22,32068,1,2025-04-14 12:45:16.000000,41.39,false,0.00,Credit Card,Books,41.39,0,1,2025-04-20 03:00:00.000000
14583,ac0c3cf6-8774-4a12-922f-c4b30a482556,Jacob Daniels,18,36018,1,2025-03-21 21:20:04.000000,15.52,true,5.05,Credit Card,Groceries,15.52,1,1,2025-04-20 03:00:00.000000
14584,6961bc4e-af01-4a80-a330-1c8110ff2439,Thomas Fuller,35,40396,1,2025-04-19 00:00:34.000000,33.62,false,0.00,Net Banking,Groceries,33.62,0,1,2025-04-20 03:00:00.000000
14585,dfbc18cb-ba3f-481b-8ee8-8291f75d8442,Jeremiah Petty,45,59695,1,2025-03-24 16:41:26.000000,57.24,false,0.00,Upi,Electronics,57.24,1,2,2025-04-20 03:00:00.000000
14586,da29e3c4-3bdc-425d-9f9c-a82cc9825791,Linda Crawford,23,39618,0,2025-04-03 03:54:37.000000,120.54,true,38.39,Upi,Electronics,120.54,1,1,2025-04-20 03:00:00.000000
14587,d1212f44-270d-431b-8e42-0606daf90825,Grant Payne,63,93393,1,2025-03-31 17:29:08.000000,25.28,false,0.00,Credit Card,Home Decor,25.28,1,3,2025-04-20 03:00:00.000000
14588,fabc59bd-ace0-4820-b8f2-075f191a1441,Sonya Montes,48,51056,1,2025-03-22 09:54:18.000000,40.82,true,4.94,Upi,Groceries,40.82,1,1,2025-04-20 03:00:00.000000
14589,fe1e4186-58b2-4039-8a1c-5b05a0d9f534,Adam Bonilla,28,44590,0,2025-04-08 13:00:16.000000,24.08,true,6.75,Credit Card,Groceries,24.08,0,1,2025-04-20 03:00:00.000000
14590,4aab94c5-49d4-47b0-ac45-8f4d5b97f56e,Mr. Joshua Scott DDS,50,48159,0,2025-03-29 19:59:46.000000,25.68,false,0.00,Upi,Sports,25.68,1,1,2025-04-20 03:00:00.000000
14591,e9418e92-4e76-4504-ab74-4f963f32bb99,Jeffrey Atkins,25,55382,1,2025-03-27 12:25:53.000000,38.89,false,0.00,Upi,Home Decor,38.89,1,2,2025-04-20 03:00:00.000000
14592,c4ea756e-d812-4806-afa4-325c06c8cde4,Felicia Lyons,32,51298,1,2025-03-24 01:46:57.000000,72.21,false,0.00,Credit Card,Clothing,72.21,1,1,2025-04-20 03:00:00.000000
14593,c73e016d-3ac4-4d27-b09c-0e49d15ef72d,Stephen Green,28,52304,0,2025-04-16 00:29:46.000000,86.08,true,24.50,Credit Card,Books,86.08,0,1,2025-04-20 03:00:00.000000
14594,85dc904c-5773-4788-96fb-2b1637b819f5,Laura Salinas,55,65856,1,2025-04-15 16:18:20.000000,43.51,false,0.00,Cod,Clothing,43.51,0,2,2025-04-20 03:00:00.000000
14595,ca4205b9-bd41-4be0-b8eb-1775c0a9f540,Ross Alvarado,33,59604,0,2025-03-30 11:19:07.000000,37.43,false,0.00,Upi,Clothing,37.43,1,2,2025-04-20 03:00:00.000000
14596,4794c81d-352d-4100-9b9a-bad578527236,Steven Martin,20,29000,0,2025-04-11 12:50:47.000000,46.44,true,3.40,Upi,Sports,46.44,0,1,2025-04-20 03:00:00.000000
14597,bdc81b93-bad0-4332-b835-42f230dafe97,Amanda Evans,34,57879,0,2025-04-06 00:12:17.000000,25.64,true,8.93,Net Banking,Groceries,25.64,0,2,2025-04-20 03:00:00.000000
14598,d83d53e6-471b-4e16-b4c8-b495d2db3dd8,Mark Olsen,29,37074,1,2025-04-04 13:51:00.000000,20.08,true,5.64,Paypal,Groceries,20.08,1,1,2025-04-20 03:00:00.000000
10,1a76ae11-b1be-4a3c-986e-4ec5caee3108,Howard Carson,52,53913,1,2025-04-08 00:33:18.000000,226.33,false,0.00,Upi,Sports,226.33,0,3,2025-04-19 17:00:00.000000
11,f7df4e55-1ae9-4ea7-91c7-cb708ad74076,Edward Barton,64,143074,0,2025-04-14 15:19:04.000000,443.62,false,0.00,Net Banking,Clothing,443.62,0,1,2025-04-19 17:00:00.000000
12,22cfe7c2-0c63-4c5b-ab35-5ecc149dc7c5,Joseph Wagner,28,31423,1,2025-04-12 06:05:57.000000,663.37,true,132.60,Upi,Electronics,663.37,0,3,2025-04-19 17:00:00.000000
13,2197d5c4-ee55-4c54-9a2f-ef57d1a5300f,Scott Ramirez,30,103358,1,2025-04-09 20:34:21.000000,989.55,false,0.00,Credit Card,Clothing,989.55,0,2,2025-04-19 17:00:00.000000
14,e6e8a59a-be5f-4cb6-8946-a465ca6f7c90,Richard Paul,47,30568,1,2025-03-23 22:41:53.000000,703.05,false,0.00,Credit Card,Clothing,703.05,1,3,2025-04-19 17:00:00.000000
15,94ae0604-3d61-4f96-a541-d00c3cadc8e5,Ashley Castaneda,34,133359,0,2025-04-02 11:07:52.000000,8.77,false,0.00,Net Banking,Sports,8.77,1,1,2025-04-19 17:00:00.000000
16,6d30f3de-ca69-4957-b5e9-a1e9e6308a64,Sarah Ryan,70,119855,1,2025-04-11 09:20:56.000000,604.11,false,0.00,Paypal,Books,604.11,0,2,2025-04-19 17:00:00.000000
17,964bd972-9d27-446e-8669-23791059456b,Michael Jones,32,149701,1,2025-04-01 14:05:49.000000,316.81,true,40.99,Upi,Electronics,316.81,1,1,2025-04-19 17:00:00.000000
18,07024333-d40d-4534-9df8-2f1ccb6716df,Brandon Brooks MD,68,80315,1,2025-03-23 20:44:41.000000,416.12,true,76.86,Paypal,Home Decor,416.12,1,0,2025-04-19 17:00:00.000000
19,67076acc-463b-40db-8059-c3c729751204,Brian Williams,32,51665,1,2025-03-28 11:57:43.000000,773.14,false,0.00,Cod,Home Decor,773.14,1,3,2025-04-19 17:00:00.000000
20,94284f4c-93fb-403e-8f8a-27c99dfa1acb,Wendy Krause,26,51066,0,2025-04-14 11:06:04.000000,425.07,false,0.00,Net Banking,Books,425.07,0,3,2025-04-19 17:00:00.000000
21,efed0e22-0515-4aa7-85ce-10c4593196c9,Dr. Eric Jensen PhD,35,93061,0,2025-03-24 23:45:18.000000,539.24,true,151.39,Cod,Electronics,539.24,1,2,2025-04-19 17:00:00.000000
22,df7ff3a0-2aa5-4022-8ec3-1903502baccf,Rodney Norton,35,140965,1,2025-04-08 23:58:48.000000,784.02,false,0.00,Paypal,Books,784.02,0,1,2025-04-19 17:00:00.000000
23,5f7907f1-36ab-4a43-a5fc-5ea223dc9956,David Davis,58,58126,1,2025-04-06 01:10:14.000000,252.73,false,0.00,Cod,Books,252.73,0,0,2025-04-19 17:00:00.000000
24,4b2420d1-2e1f-48a7-9b83-250524277c35,Cynthia Thomas,70,106128,0,2025-03-25 04:28:25.000000,811.17,false,0.00,Upi,Electronics,811.17,1,2,2025-04-19 17:00:00.000000
25,8609da78-6a19-4aa8-98b5-9ae94be92b78,William Carter,44,74940,1,2025-03-22 23:59:29.000000,551.19,false,0.00,Credit Card,Groceries,551.19,1,0,2025-04-19 17:00:00.000000
26,246dd0ca-aa1a-41b6-84ff-18d533fa244d,Stephanie Brock,51,68073,1,2025-04-06 00:28:34.000000,513.33,false,0.00,Cod,Home Decor,513.33,0,0,2025-04-19 17:00:00.000000
27,89a31362-7e83-47a7-875f-54271d556b5b,Amanda Smith,67,138032,0,2025-03-29 06:28:28.000000,987.57,false,0.00,Cod,Sports,987.57,1,1,2025-04-19 17:00:00.000000
28,98d58905-1f7b-4c35-ad4f-397ee81956f2,Ashley Graham,53,77311,1,2025-04-03 02:14:34.000000,340.26,false,0.00,Upi,Home Decor,340.26,1,0,2025-04-19 17:00:00.000000
29,e32dd570-dcd2-4ea5-a234-705463703a02,Briana Flores,59,111162,0,2025-03-26 22:40:45.000000,387.96,false,0.00,Paypal,Clothing,387.96,1,2,2025-04-19 17:00:00.000000
30,fd347c39-ad78-448e-b546-60540a99a414,Paul Brown,72,36327,0,2025-03-27 11:31:22.000000,540.46,false,0.00,Upi,Groceries,540.46,1,3,2025-04-19 17:00:00.000000
31,925b5156-16ad-41f9-9285-419377910c8a,Daniel Garrison,40,141111,0,2025-03-28 20:22:42.000000,391.88,true,97.48,Cod,Books,391.88,1,1,2025-04-19 17:00:00.000000
32,e142ddd8-c3ce-4bc3-bf88-6bb10f2d8a85,Wendy Williams,68,95834,1,2025-04-09 02:47:51.000000,379.87,false,0.00,Paypal,Groceries,379.87,0,2,2025-04-19 17:00:00.000000
33,697f1881-6563-4689-8348-c0fc909c398e,Jennifer Jones,18,42811,1,2025-04-02 22:54:45.000000,739.46,false,0.00,Net Banking,Home Decor,739.46,1,3,2025-04-19 17:00:00.000000
34,143f0359-b09a-43a9-ac08-767a5652566e,Willie Fernandez,64,91594,0,2025-03-27 11:52:22.000000,101.82,false,0.00,Credit Card,Groceries,101.82,1,2,2025-04-19 17:00:00.000000
35,f13a4869-3fc5-446f-9915-5ab22bef7615,Lisa Tyler,26,33714,0,2025-04-09 15:05:22.000000,912.39,false,0.00,Cod,Sports,912.39,0,3,2025-04-19 17:00:00.000000
36,03def8ab-1727-4b05-9b63-f14e66726478,Krista Davis,42,58047,0,2025-04-05 07:01:48.000000,233.46,false,0.00,Paypal,Sports,233.46,0,0,2025-04-19 17:00:00.000000
37,5e296aa8-0707-47a0-9085-bd116f0a7d2e,Tristan Alvarado,25,117029,0,2025-04-01 23:11:24.000000,271.07,false,0.00,Credit Card,Clothing,271.07,1,2,2025-04-19 17:00:00.000000
38,98512598-4bc0-4c9d-a3a1-3f8a2a683661,Brian Young,46,125670,1,2025-04-17 19:54:13.000000,334.56,false,0.00,Upi,Groceries,334.56,0,1,2025-04-19 17:00:00.000000
39,efbd168a-5766-439e-93b2-5bf0cbe6e974,Shannon Nichols,64,77943,1,2025-03-21 18:06:21.000000,688.26,false,0.00,Upi,Clothing,688.26,1,0,2025-04-19 17:00:00.000000
40,4fce3a0c-7004-4768-b660-6ce6e073f49c,Kevin Compton,73,143496,1,2025-04-17 02:55:00.000000,935.35,false,0.00,Upi,Groceries,935.35,0,1,2025-04-19 17:00:00.000000
